Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_DailyRate,MonthlyIncome_JobLevel,YearsAtCompany_TotalWorkingYears,Age_Binned,MonthlyIncome_Binned,Income_to_Level_Ratio,Company_Loyalty,WorkLife_OverTime_Stress,JobRole_Hash_0,JobRole_Hash_1,JobRole_Hash_2,JobRole_Hash_3,JobRole_Hash_4,JobRole_Hash_5,JobRole_Hash_6,JobRole_Hash_7
37,0,2,1017,1,1,2,3,3,0,83,2,1,1,1,3920,18697,2,0,14,3,1,1,17,2,2,3,1,0,2,37629,3920,51,1,0,1960.0,0.16666666666666666,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0,2,867,1,9,2,3,1,1,87,3,2,1,1,5151,12315,1,0,25,4,4,1,10,3,3,10,0,7,9,33813,10302,100,1,1,1717.0,0.9090909090909091,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27,0,2,1291,2,11,3,3,3,0,98,4,1,4,1,2534,6527,8,0,14,3,2,1,5,4,3,1,0,0,0,34857,2534,5,0,0,1267.0,0.16666666666666666,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
36,0,2,1425,1,14,1,1,3,1,68,3,2,4,1,6586,4821,0,1,17,3,1,1,17,2,2,16,8,4,11,51300,13172,272,1,1,2195.3333333333335,0.8888888888888888,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
49,0,2,470,1,20,4,3,3,0,96,3,2,1,1,6567,5549,1,0,14,3,3,0,16,2,2,15,11,5,11,23030,13134,240,2,1,2189.0,0.8823529411764706,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
45,0,0,248,1,23,2,1,4,1,42,3,2,1,1,3633,14039,1,1,15,3,3,1,9,2,3,9,8,0,8,11160,7266,81,2,0,1211.0,0.9,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45,0,2,1005,1,28,2,5,4,0,48,2,4,2,2,16704,17119,1,0,11,3,3,0,21,2,3,21,6,8,6,45225,66816,441,2,2,3340.8,0.9545454545454546,0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0,1,878,1,10,4,3,4,1,43,3,1,3,0,3815,5972,1,1,17,3,4,1,5,4,4,5,3,2,0,29852,3815,25,1,0,1907.5,0.8333333333333334,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0,2,219,1,16,2,4,4,0,44,2,2,2,1,4788,25388,0,1,11,3,4,0,4,2,3,3,2,0,2,7665,9576,12,1,0,1596.0,0.6,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
33,0,2,147,0,2,3,0,2,1,99,3,1,3,1,3600,8429,1,0,13,3,4,1,5,2,3,5,4,1,4,4851,3600,25,1,0,1800.0,0.8333333333333334,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
32,1,2,1045,2,4,4,3,4,1,32,1,3,4,1,10400,25812,1,0,11,3,3,0,14,2,2,14,8,9,8,33440,31200,196,1,2,2600.0,0.9333333333333333,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30,0,2,501,2,27,5,2,3,1,99,3,2,4,0,5304,25275,7,0,23,4,4,1,10,2,2,8,7,7,7,15030,10608,80,0,1,1768.0,0.7272727272727273,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
34,0,2,1442,1,9,3,3,4,0,46,2,3,2,2,8621,17654,1,0,14,3,2,0,9,3,4,8,7,7,7,49028,25863,72,1,2,2155.25,0.8,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
23,0,2,541,2,2,1,5,3,1,62,3,1,1,0,2322,9518,3,0,13,3,3,1,3,3,3,0,0,0,0,12443,2322,0,0,0,1161.0,0.0,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
51,0,2,632,2,21,4,2,3,1,71,3,2,4,2,5441,8423,0,1,22,4,4,0,11,2,1,10,7,1,0,32232,10882,110,3,1,1813.6666666666667,0.8333333333333334,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28,0,1,791,1,1,4,3,4,1,44,3,1,3,2,2154,6842,0,1,11,3,3,0,5,2,2,4,2,0,2,22148,2154,20,0,0,1077.0,0.6666666666666666,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31,0,2,616,1,12,3,3,4,0,41,3,2,4,1,5855,17369,0,1,11,3,3,2,10,2,1,9,7,8,5,19096,11710,90,1,1,1951.6666666666667,0.8181818181818182,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
27,0,2,608,1,1,2,1,3,0,68,3,3,1,1,7412,6009,1,0,11,3,4,0,9,3,3,9,7,0,7,16416,22236,81,0,1,1853.0,0.9,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,0,2,1169,0,8,2,3,2,1,63,2,1,4,0,4936,23965,1,0,13,3,4,1,6,6,3,5,1,0,4,32732,4936,30,0,1,2468.0,0.7142857142857143,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45,0,0,589,2,2,4,1,3,0,67,3,2,3,1,5154,19665,4,0,22,4,2,2,10,3,4,8,7,5,7,26505,10308,80,2,1,1718.0,0.7272727272727273,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
39,0,0,792,1,1,3,1,4,1,77,3,2,4,1,6472,8989,1,1,15,3,4,1,9,2,3,9,8,5,8,30888,12944,81,1,1,2157.3333333333335,0.9,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
42,0,1,1271,1,2,1,3,2,1,35,3,1,4,2,2515,9068,5,1,14,3,4,0,8,2,3,2,1,2,2,53382,2515,16,2,0,1257.5,0.2222222222222222,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0,1,508,2,10,3,2,2,1,46,2,2,4,2,4682,4317,3,0,14,3,3,0,9,6,2,7,7,0,1,16764,9364,63,1,0,1560.6666666666667,0.7,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
36,0,2,557,2,3,3,3,1,0,94,2,3,4,1,7644,12695,0,0,19,3,3,2,10,2,3,9,7,3,4,20052,22932,90,1,1,1911.0,0.8181818181818182,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,0,2,723,2,2,4,2,2,0,77,1,2,4,1,5405,4244,2,1,20,4,1,2,20,4,2,4,2,0,3,27474,10810,80,1,1,1801.6666666666667,0.19047619047619047,2,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
59,0,2,715,1,2,3,1,3,0,69,2,4,4,2,13726,21829,3,1,13,3,1,0,30,4,3,5,3,4,3,42185,54904,150,3,2,2745.2,0.16129032258064516,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29,0,2,1247,2,20,2,2,4,1,45,3,2,4,0,6931,10732,2,0,14,3,4,1,10,2,3,3,2,0,2,36163,13862,30,0,1,2310.3333333333335,0.2727272727272727,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
49,0,1,1064,1,2,1,1,2,1,42,3,5,4,1,19161,13738,3,0,15,3,4,0,28,3,3,5,4,4,3,52136,95805,140,2,2,3193.5,0.1724137931034483,0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0,0,145,2,1,3,1,4,0,95,3,2,3,1,6347,24920,0,0,12,3,1,1,19,3,3,18,7,0,13,7250,12694,342,2,1,2115.6666666666665,0.9,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
27,0,0,210,2,1,1,2,3,1,73,3,2,2,1,6349,22107,0,1,13,3,4,1,6,0,3,5,4,1,4,5670,12698,30,0,1,2116.3333333333335,0.7142857142857143,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42,0,0,355,1,10,4,5,3,1,38,3,1,3,1,2936,6161,3,0,22,4,2,2,10,1,2,6,3,3,3,14910,2936,60,2,0,1468.0,0.5454545454545454,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0,2,408,1,19,2,1,2,1,73,3,1,2,1,3022,10227,4,0,21,4,1,0,8,1,3,1,0,0,0,15096,3022,8,1,0,1511.0,0.1111111111111111,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0,1,469,1,3,3,5,3,1,46,3,1,2,1,3692,9256,1,0,12,3,3,0,12,2,2,11,10,0,7,16884,3692,132,1,0,1846.0,0.8461538461538461,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0,2,983,1,2,2,3,1,0,65,3,2,4,0,5070,7389,5,0,13,3,3,3,20,2,3,5,0,0,4,46201,10140,100,2,1,1690.0,0.23809523809523808,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
39,0,2,119,2,15,4,2,2,1,77,3,4,1,2,13341,25098,0,0,12,3,1,0,21,3,3,20,8,11,10,4641,53364,420,1,2,2668.2,0.9090909090909091,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41,0,0,552,0,4,3,0,3,1,60,1,2,2,1,6430,20794,6,0,19,3,2,1,10,4,3,3,2,1,2,22632,12860,30,2,1,2143.3333333333335,0.2727272727272727,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29,1,1,337,1,14,1,4,3,0,84,3,3,4,2,7553,22930,0,1,12,3,1,0,9,1,3,8,7,7,7,9773,22659,72,0,1,1888.25,0.8,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
38,0,2,364,1,3,5,5,4,0,32,3,2,3,2,4317,2302,3,1,20,4,2,0,19,2,3,3,2,2,2,13832,8634,57,1,0,1439.0,0.15,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0,2,1062,1,2,3,3,3,0,75,3,1,2,1,2370,3956,1,0,13,3,3,1,8,4,3,8,0,0,7,33984,2370,64,1,0,1185.0,0.8888888888888888,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31,1,1,1445,1,1,5,1,3,0,100,4,3,2,2,7446,8931,1,0,11,3,1,0,10,2,3,10,8,4,7,44795,22338,100,1,1,1861.5,0.9090909090909091,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
21,0,2,546,1,5,1,3,3,1,97,3,1,4,2,3117,26009,1,0,18,3,3,0,3,2,3,2,2,2,2,11466,3117,6,0,0,1558.5,0.5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0,1,422,1,1,3,1,4,0,33,3,2,4,1,5562,21782,4,0,13,3,2,1,12,2,2,5,2,2,2,18146,11124,60,2,1,1854.0,0.38461538461538464,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
38,0,2,1495,1,4,2,3,4,0,87,3,1,3,1,3306,26176,7,0,19,3,4,1,7,5,2,0,0,0,0,56810,3306,0,1,0,1653.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
50,0,2,813,1,17,5,1,4,0,50,2,3,1,0,13269,21981,5,0,15,3,3,3,19,3,3,14,11,1,11,40650,39807,266,2,2,3317.25,0.7,0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0,2,1274,1,9,1,1,3,1,33,3,3,2,0,10648,14394,1,0,25,4,4,1,13,6,4,13,8,0,8,39494,31944,169,1,2,2662.0,0.9285714285714286,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35,1,2,303,2,27,3,1,3,1,84,3,2,4,2,5813,13492,1,1,18,3,4,0,10,2,3,10,7,7,7,10605,11626,100,1,1,1937.6666666666667,0.9090909090909091,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
37,0,2,1305,1,10,4,1,3,1,49,3,2,2,2,4197,21123,2,1,12,3,4,0,18,2,2,1,0,0,1,48285,8394,18,1,0,1399.0,0.05263157894736842,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27,0,2,1130,2,8,4,2,2,0,56,3,2,2,1,6214,3415,1,0,18,3,1,1,8,3,3,8,7,0,7,30510,12428,64,0,1,2071.3333333333335,0.8888888888888888,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
48,0,2,1355,1,4,4,1,3,1,78,2,3,3,2,10999,22245,7,0,14,3,2,0,27,3,3,15,11,4,8,65040,32997,405,2,2,2749.75,0.5357142857142857,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
38,0,1,1394,1,8,3,3,4,0,58,2,2,2,0,2133,18115,1,1,16,3,3,1,20,3,3,20,11,0,7,52972,4266,400,1,0,711.0,0.9523809523809523,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0,0,894,1,1,4,3,4,0,33,2,2,3,1,4374,15411,0,0,15,3,3,0,4,6,3,3,2,1,2,32184,8748,12,1,0,1458.0,0.6,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27,0,2,1377,1,11,1,1,2,1,91,3,1,1,1,2099,7679,0,0,14,3,2,0,6,3,4,5,0,1,4,37179,2099,30,0,0,1049.5,0.7142857142857143,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
34,0,0,999,1,26,1,5,1,0,92,2,1,3,0,2029,15891,1,0,20,4,3,3,5,2,3,5,4,0,0,33966,2029,25,1,0,1014.5,0.8333333333333334,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0,1,217,2,3,3,3,4,0,49,3,4,3,0,13770,10225,9,1,12,3,4,2,28,2,2,22,2,11,13,10199,55080,616,2,2,2754.0,0.7586206896551724,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
49,0,2,464,1,16,3,3,4,0,74,3,1,1,0,2587,24941,4,1,16,3,2,1,17,2,2,2,2,2,2,22736,2587,34,2,0,1293.5,0.1111111111111111,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
58,0,2,605,2,21,3,1,4,0,72,3,4,4,1,17875,11761,4,1,13,3,3,1,29,2,2,1,0,0,0,35090,71500,29,3,2,3575.0,0.03333333333333333,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1,2,1448,2,1,1,5,1,0,62,3,1,2,2,3202,21972,1,1,16,3,2,0,6,4,3,5,3,1,4,34752,3202,30,0,0,1601.0,0.7142857142857143,3,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
29,0,1,410,1,2,1,1,4,0,97,3,1,2,1,3180,4668,0,0,13,3,3,3,4,3,3,3,2,0,2,11890,3180,12,0,0,1590.0,0.6,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35,0,2,1017,1,6,4,1,2,1,82,1,2,4,2,6646,19368,1,0,13,3,2,0,17,3,3,17,11,11,8,35595,13292,289,1,1,2215.3333333333335,0.9444444444444444,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0,2,841,1,6,3,4,3,0,46,2,1,2,1,2368,23300,1,0,19,3,3,0,5,3,2,5,4,4,3,21866,2368,25,0,0,1184.0,0.8333333333333334,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,1,2,286,1,2,4,1,4,1,31,3,5,2,2,19246,25761,7,1,12,3,4,0,40,2,3,31,15,13,8,16588,96230,1240,3,2,3207.6666666666665,0.7560975609756098,3,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0,1,364,1,25,3,3,2,0,83,3,5,2,2,18061,13035,3,0,22,4,3,0,22,4,3,0,0,0,0,16380,90305,0,2,2,3010.1666666666665,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0,2,849,1,25,2,1,1,0,81,2,3,2,1,12061,26707,3,0,17,3,3,1,19,2,3,10,8,0,1,32262,36183,190,1,2,3015.25,0.5,0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0,2,253,1,11,3,3,1,0,43,3,1,2,1,2244,24440,1,0,13,3,4,1,2,1,3,2,1,1,2,5566,2244,4,0,0,1122.0,0.6666666666666666,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1,2,1017,1,25,3,3,1,1,55,2,1,2,2,2313,2993,4,1,20,4,2,0,5,0,3,2,2,2,2,33561,2313,10,1,0,1156.5,0.3333333333333333,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0,0,1398,2,22,4,4,3,0,69,3,3,1,1,8412,2890,0,0,11,3,3,0,10,3,3,9,8,7,8,41940,25236,90,0,2,2103.0,0.8181818181818182,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,0,2,395,2,9,3,2,2,1,98,2,1,2,1,2899,12102,0,0,19,3,4,1,3,3,3,2,2,1,2,15010,2899,6,1,0,1449.5,0.5,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
35,0,1,636,1,4,4,4,4,1,47,2,1,4,1,2376,26537,1,0,13,3,2,1,2,2,4,2,2,2,2,22260,2376,4,1,0,1188.0,0.6666666666666666,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30,0,2,1138,1,6,3,5,1,0,48,2,2,4,1,4627,23631,0,0,12,3,1,1,10,6,3,9,2,6,7,34140,9254,90,0,0,1542.3333333333333,0.8181818181818182,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
27,0,1,1410,2,3,1,3,4,0,71,4,2,4,0,4647,16673,1,1,20,4,2,2,6,3,3,6,5,0,4,38070,9294,36,0,0,1549.0,0.8571428571428571,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
23,0,2,571,1,12,2,4,4,1,78,3,1,4,2,2647,13672,1,0,13,3,3,0,5,6,4,5,2,1,4,13133,2647,25,0,0,1323.5,0.8333333333333334,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
46,0,2,734,1,2,4,3,3,1,46,3,5,4,0,19328,14218,7,1,17,3,3,1,24,3,3,2,1,2,2,33764,96640,48,2,2,3221.3333333333335,0.08,3,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0,2,975,1,7,3,3,4,0,55,2,2,1,2,6811,23398,8,0,19,3,1,0,9,2,1,7,6,0,7,26325,13622,63,0,1,2270.3333333333335,0.7,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
33,1,2,587,1,10,1,3,1,1,38,1,1,4,0,3408,6705,7,0,13,3,1,3,8,2,3,4,3,1,3,19371,3408,32,1,0,1704.0,0.4444444444444444,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
48,0,2,492,2,16,4,1,3,0,96,3,2,3,0,6439,13693,8,0,14,3,3,1,18,2,3,8,7,7,7,23616,12878,144,2,1,2146.3333333333335,0.42105263157894735,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
38,0,2,833,1,18,3,3,2,1,60,1,2,4,1,5811,24539,3,1,16,3,3,1,15,2,3,1,0,1,0,31654,11622,15,1,1,1937.0,0.0625,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
34,0,1,702,1,16,4,1,3,0,100,2,1,4,2,2553,8306,1,0,16,3,3,0,6,3,3,5,2,1,3,23868,2553,30,1,0,1276.5,0.7142857142857143,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0,1,829,2,8,1,2,3,1,84,3,2,4,1,4342,24008,0,0,19,3,2,1,5,3,3,4,2,1,1,22383,8684,20,0,0,1447.3333333333333,0.6666666666666666,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30,0,1,160,1,3,3,3,3,0,71,3,1,3,0,2083,22653,1,0,20,4,3,1,1,2,3,1,0,0,0,4800,2083,1,0,0,1041.5,0.5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0,0,530,2,16,3,1,3,0,36,3,2,4,0,5368,16130,1,1,25,4,3,1,7,2,3,6,5,1,2,17490,10736,42,1,1,1789.3333333333333,0.75,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
28,1,1,1009,1,1,3,3,1,1,45,2,1,2,0,2596,7160,1,0,15,3,1,2,1,2,3,1,0,0,0,28252,2596,1,0,0,1298.0,0.5,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23,1,1,638,2,9,3,2,4,1,33,3,1,1,1,1790,26956,1,0,19,3,1,1,1,3,2,1,0,1,0,14674,1790,1,0,0,895.0,0.5,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
47,0,1,1379,1,16,4,3,3,1,64,4,2,3,0,5067,6759,1,1,19,3,3,0,20,3,4,19,10,2,7,64813,10134,380,2,1,1689.0,0.9047619047619048,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
51,0,2,432,1,9,4,1,4,1,96,3,1,4,1,2075,18725,3,0,23,4,2,2,10,4,3,4,2,0,3,22032,2075,40,3,0,1037.5,0.36363636363636365,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35,0,2,750,1,28,3,1,2,1,46,4,2,3,1,3407,25348,1,0,17,3,4,2,10,3,2,10,9,6,8,26250,6814,100,1,0,1135.6666666666667,0.9090909090909091,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30,1,2,1005,1,3,3,5,4,0,88,3,1,1,2,2657,8556,5,1,11,3,3,0,8,5,3,5,2,0,4,30150,2657,40,0,0,1328.5,0.5555555555555556,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0,1,471,1,12,3,1,1,1,45,2,2,1,0,6288,4284,2,0,15,3,3,1,13,3,2,4,3,1,2,17898,12576,52,1,1,2096.0,0.2857142857142857,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25,1,2,688,1,3,3,3,1,1,91,3,1,1,1,4031,9396,5,0,13,3,3,1,6,5,3,2,2,0,2,17200,4031,12,0,0,2015.5,0.2857142857142857,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
47,0,2,955,2,4,2,1,4,0,83,3,2,4,2,4163,8571,1,1,17,3,3,0,9,0,3,9,0,0,7,44885,8326,81,2,0,1387.6666666666667,0.9,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
48,0,2,1224,1,10,3,1,4,1,91,2,5,2,1,19665,13583,4,0,12,3,4,0,29,3,3,22,10,12,9,58752,98325,638,2,2,3277.5,0.7333333333333333,0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0,2,672,1,25,3,5,4,1,78,2,3,2,1,10903,9129,3,0,16,3,1,0,16,2,3,13,10,4,8,23520,32709,208,1,2,2725.75,0.7647058823529411,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
26,1,1,426,0,17,4,1,2,0,58,3,1,3,0,2741,22808,0,1,11,3,2,1,8,2,2,7,7,1,0,11076,2741,56,0,0,1370.5,0.7777777777777778,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
32,0,2,1018,1,3,2,1,3,0,39,3,3,4,2,11159,19373,3,0,15,3,4,0,10,6,3,7,7,7,7,32576,33477,70,1,2,2789.75,0.6363636363636364,0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0,2,528,0,8,4,5,3,1,100,3,1,3,2,4323,7108,1,0,17,3,2,0,6,2,1,5,4,1,4,18480,4323,30,1,0,2161.5,0.7142857142857143,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39,1,0,592,1,2,3,1,1,0,54,2,1,1,2,3646,17181,2,1,23,4,2,0,11,2,4,1,0,0,0,23088,3646,11,1,0,1823.0,0.08333333333333333,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
40,0,1,791,1,2,2,3,3,0,38,4,2,2,1,4244,9931,1,0,24,4,4,1,8,2,3,8,7,3,7,31640,8488,64,1,0,1414.6666666666667,0.8888888888888888,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
30,0,2,1465,1,1,3,3,4,1,63,3,1,2,1,3579,9369,0,1,21,4,1,1,12,2,3,11,9,5,7,43950,3579,132,0,0,1789.5,0.8461538461538461,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0,2,107,2,10,3,5,2,0,84,2,2,2,0,6852,11591,7,0,12,3,2,1,7,2,4,5,1,1,3,4280,13704,35,1,1,2284.0,0.625,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
26,0,2,192,1,1,2,3,1,1,59,2,1,1,1,3955,11141,1,0,16,3,1,2,6,2,3,5,3,1,3,4992,3955,30,0,0,1977.5,0.7142857142857143,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21,0,0,895,2,9,2,3,1,1,39,3,1,4,2,2610,2851,1,0,24,4,3,0,3,3,2,3,2,2,2,18795,2610,9,0,0,1305.0,0.75,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
36,0,2,913,1,9,2,3,2,1,48,2,2,2,0,8847,13934,2,1,11,3,3,1,13,2,3,3,2,0,2,32868,17694,39,1,2,2949.0,0.21428571428571427,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
28,0,0,1103,1,16,3,3,3,1,49,3,1,3,2,2144,2122,1,0,14,3,3,0,5,3,2,5,3,1,4,30884,2144,25,0,0,1072.0,0.8333333333333334,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1,1,289,1,2,2,3,3,1,38,2,1,1,2,2561,5355,7,0,11,3,3,0,8,2,2,0,0,0,0,8092,2561,0,0,0,1280.5,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
21,1,2,337,2,7,1,2,2,1,31,3,1,2,2,2679,4567,1,0,13,3,2,0,1,3,3,1,0,1,0,7077,2679,1,0,0,1339.5,0.5,0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
40,0,2,555,1,2,3,3,2,0,78,2,2,3,1,3448,13436,6,0,22,4,2,1,20,3,3,1,0,0,0,22200,6896,20,1,0,1149.3333333333333,0.047619047619047616,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
33,0,1,970,2,7,3,1,4,0,30,3,2,2,1,4302,13401,0,0,17,3,3,1,4,3,3,3,2,0,2,32010,8604,12,1,0,1434.0,0.6,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
42,0,2,1142,1,8,3,1,4,1,81,3,1,3,2,3968,13624,4,0,13,3,4,0,8,3,3,0,0,0,0,47964,3968,0,2,0,1984.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
50,0,1,809,2,12,3,2,3,0,77,3,3,4,2,9208,6645,4,0,11,3,4,0,16,3,3,2,2,2,1,40450,27624,32,2,2,2302.0,0.11764705882352941,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
46,0,2,644,1,1,4,3,4,1,97,3,3,1,0,9396,12368,7,0,16,3,3,1,17,3,3,4,2,0,3,29624,28188,68,2,2,2349.0,0.2222222222222222,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
20,1,2,1362,1,10,1,3,4,1,32,3,1,3,2,1009,26999,1,1,11,3,4,0,1,5,3,1,0,1,1,27240,1009,1,0,0,504.5,0.5,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0,2,374,2,20,3,1,4,0,50,3,2,3,2,4850,23333,8,0,15,3,3,0,8,3,3,5,3,0,1,16830,9700,40,2,0,1616.6666666666667,0.5555555555555556,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
